Product,Quantity,Price,Date,Address,Total
ThinkPad Laptop,1,999.99,2019-12-20 21:28:00,"879 4th St, New York City, NY 10001",999.99
Wired Headphones,1,11.99,2019-12-09 12:21:00,"638 Hickory St, San Francisco, CA 94016",11.99
Wired Headphones,1,11.99,2019-12-14 22:52:00,"809 Jefferson St, San Francisco, CA 94016",11.99
Lightning Charging Cable,1,14.95,2019-12-21 18:13:00,"246 Ridge St, San Francisco, CA 94016",14.95
Bose SoundSport Headphones,1,99.99,2019-12-19 12:22:00,"778 Dogwood St, Portland, OR 97035",99.99
AA Batteries (4-pack),1,3.84,2019-12-07 11:52:00,"492 10th St, San Francisco, CA 94016",3.84
USB-C Charging Cable,2,11.95,2019-12-19 23:38:00,"134 Ridge St, San Francisco, CA 94016",23.9
AA Batteries (4-pack),1,3.84,2019-12-23 13:58:00,"252 Willow St, San Francisco, CA 94016",3.84
Apple Airpods Headphones,1,150.0,2019-12-07 18:49:00,"86 Willow St, Austin, TX 73301",150.0
Lightning Charging Cable,1,14.95,2019-12-17 02:12:00,"742 Center St, Seattle, WA 98101",14.95
USB-C Charging Cable,1,11.95,2019-12-18 05:09:00,"847 5th St, Portland, OR 97035",11.95
Wired Headphones,1,11.99,2019-12-23 10:58:00,"70 Cedar St, Boston, MA 02215",11.99
AA Batteries (4-pack),2,3.84,2019-12-30 10:33:00,"585 Elm St, New York City, NY 10001",7.68
Lightning Charging Cable,2,14.95,2019-12-08 17:57:00,"642 14th St, Seattle, WA 98101",29.9
Apple Airpods Headphones,1,150.0,2019-12-21 20:00:00,"148 Ridge St, San Francisco, CA 94016",150.0
Bose SoundSport Headphones,1,99.99,2019-12-29 21:15:00,"801 Cherry St, New York City, NY 10001",99.99
Lightning Charging Cable,1,14.95,2019-12-25 13:31:00,"650 1st St, Austin, TX 73301",14.95
Lightning Charging Cable,1,14.95,2019-12-13 15:38:00,"701 Adams St, San Francisco, CA 94016",14.95
Lightning Charging Cable,1,14.95,2019-12-24 15:53:00,"93 Main St, Austin, TX 73301",14.95
AA Batteries (4-pack),2,3.84,2019-12-28 11:06:00,"598 North St, San Francisco, CA 94016",7.68
Apple Airpods Headphones,1,150.0,2019-12-03 09:42:00,"472 West St, San Francisco, CA 94016",150.0
20in Monitor,1,109.99,2019-12-07 08:08:00,"125 Lakeview St, Boston, MA 02215",109.99
Google Phone,1,600.0,2019-12-21 01:18:00,"789 Madison St, San Francisco, CA 94016",600.0
AAA Batteries (4-pack),1,2.99,2019-12-10 09:14:00,"99 Walnut St, San Francisco, CA 94016",2.99
Apple Airpods Headphones,1,150.0,2019-12-23 22:30:00,"752 Madison St, Dallas, TX 75001",150.0
AA Batteries (4-pack),1,3.84,2019-12-30 08:51:00,"480 11th St, Seattle, WA 98101",3.84
USB-C Charging Cable,1,11.95,2019-12-20 21:25:00,"230 Pine St, Boston, MA 02215",11.95
Lightning Charging Cable,1,14.95,2019-12-10 00:38:00,"472 Chestnut St, New York City, NY 10001",14.95
Wired Headphones,1,11.99,2019-12-17 19:20:00,"287 Dogwood St, San Francisco, CA 94016",11.99
USB-C Charging Cable,1,11.95,2019-12-17 23:15:00,"173 5th St, Seattle, WA 98101",11.95
Lightning Charging Cable,1,14.95,2019-12-26 12:25:00,"405 Lake St, Atlanta, GA 30301",14.95
Lightning Charging Cable,1,14.95,2019-12-08 17:17:00,"287 Jackson St, San Francisco, CA 94016",14.95
Bose SoundSport Headphones,1,99.99,2019-12-08 12:44:00,"349 West St, Austin, TX 73301",99.99
Vareebadd Phone,1,400.0,2019-12-29 16:51:00,"878 10th St, San Francisco, CA 94016",400.0
USB-C Charging Cable,1,11.95,2019-12-29 16:51:00,"878 10th St, San Francisco, CA 94016",11.95
Wired Headphones,1,11.99,2019-12-29 16:51:00,"878 10th St, San Francisco, CA 94016",11.99
Wired Headphones,1,11.99,2019-12-20 08:53:00,"16 Church St, Los Angeles, CA 90001",11.99
Lightning Charging Cable,2,14.95,2019-12-01 16:47:00,"520 Church St, Los Angeles, CA 90001",29.9
Macbook Pro Laptop,1,1700.0,2019-12-01 21:07:00,"954 Wilson St, Dallas, TX 75001",1700.0
34in Ultrawide Monitor,1,379.99,2019-12-07 00:18:00,"646 North St, Los Angeles, CA 90001",379.99
27in FHD Monitor,1,149.99,2019-12-28 14:36:00,"848 12th St, Boston, MA 02215",149.99
Lightning Charging Cable,1,14.95,2019-12-02 16:56:00,"889 Jefferson St, Los Angeles, CA 90001",14.95
Wired Headphones,1,11.99,2019-12-28 14:56:00,"212 Washington St, Seattle, WA 98101",11.99
Bose SoundSport Headphones,1,99.99,2019-12-22 09:38:00,"189 North St, San Francisco, CA 94016",99.99
USB-C Charging Cable,2,11.95,2019-12-01 10:40:00,"570 Dogwood St, New York City, NY 10001",23.9
Bose SoundSport Headphones,1,99.99,2019-12-25 12:44:00,"956 Wilson St, Atlanta, GA 30301",99.99
Flatscreen TV,1,300.0,2019-12-11 11:46:00,"714 West St, Los Angeles, CA 90001",300.0
USB-C Charging Cable,1,11.95,2019-12-11 11:46:00,"714 West St, Los Angeles, CA 90001",11.95
LG Washing Machine,1,600.0,2019-12-01 17:38:00,"947 Lincoln St, Dallas, TX 75001",600.0
AAA Batteries (4-pack),1,2.99,2019-12-25 15:56:00,"5 2nd St, San Francisco, CA 94016",2.99
Lightning Charging Cable,1,14.95,2019-12-14 21:40:00,"326 Spruce St, Seattle, WA 98101",14.95
Bose SoundSport Headphones,1,99.99,2019-12-09 13:51:00,"135 Jackson St, San Francisco, CA 94016",99.99
Google Phone,1,600.0,2019-12-07 13:47:00,"507 Hill St, New York City, NY 10001",600.0
Lightning Charging Cable,1,14.95,2019-12-19 08:47:00,"528 Washington St, Boston, MA 02215",14.95
Apple Airpods Headphones,1,150.0,2019-12-03 14:21:00,"444 11th St, Atlanta, GA 30301",150.0
Lightning Charging Cable,1,14.95,2019-12-21 12:24:00,"784 Lincoln St, New York City, NY 10001",14.95
Lightning Charging Cable,1,14.95,2019-12-03 08:17:00,"963 Lincoln St, Austin, TX 73301",14.95
27in FHD Monitor,1,149.99,2019-12-25 22:52:00,"662 13th St, San Francisco, CA 94016",149.99
Bose SoundSport Headphones,1,99.99,2019-12-30 00:17:00,"686 Wilson St, New York City, NY 10001",99.99
Apple Airpods Headphones,1,150.0,2019-12-29 22:49:00,"859 Hickory St, San Francisco, CA 94016",150.0
AAA Batteries (4-pack),1,2.99,2019-12-26 16:26:00,"126 Elm St, New York City, NY 10001",2.99
Google Phone,1,600.0,2019-12-25 13:36:00,"513 4th St, Dallas, TX 75001",600.0
Apple Airpods Headphones,1,150.0,2019-12-30 12:59:00,"435 Forest St, San Francisco, CA 94016",150.0
Apple Airpods Headphones,1,150.0,2019-12-07 09:54:00,"58 River St, New York City, NY 10001",150.0
iPhone,1,700.0,2019-12-18 15:12:00,"904 Lincoln St, Seattle, WA 98101",700.0
Lightning Charging Cable,1,14.95,2019-12-18 15:12:00,"904 Lincoln St, Seattle, WA 98101",14.95
Google Phone,1,600.0,2019-12-04 17:48:00,"360 Highland St, Dallas, TX 75001",600.0
Google Phone,1,600.0,2019-12-24 20:24:00,"848 Maple St, Los Angeles, CA 90001",600.0
27in 4K Gaming Monitor,1,389.99,2019-12-11 19:30:00,"495 Dogwood St, San Francisco, CA 94016",389.99
27in 4K Gaming Monitor,1,389.99,2019-12-06 20:48:00,"599 5th St, Atlanta, GA 30301",389.99
AA Batteries (4-pack),1,3.84,2019-12-07 14:29:00,"464 Wilson St, Dallas, TX 75001",3.84
Wired Headphones,1,11.99,2019-12-26 15:40:00,"92 Jefferson St, New York City, NY 10001",11.99
AA Batteries (4-pack),2,3.84,2019-12-09 18:14:00,"410 Cherry St, San Francisco, CA 94016",7.68
Wired Headphones,1,11.99,2019-12-19 08:25:00,"739 Center St, San Francisco, CA 94016",11.99
AAA Batteries (4-pack),3,2.99,2019-12-11 06:39:00,"121 7th St, Seattle, WA 98101",8.97
Wired Headphones,1,11.99,2019-12-29 14:13:00,"721 Church St, New York City, NY 10001",11.99
AA Batteries (4-pack),1,3.84,2019-12-26 10:39:00,"303 8th St, San Francisco, CA 94016",3.84
iPhone,1,700.0,2019-12-31 07:05:00,"719 Lake St, Dallas, TX 75001",700.0
Apple Airpods Headphones,1,150.0,2019-12-31 07:05:00,"719 Lake St, Dallas, TX 75001",150.0
Wired Headphones,1,11.99,2019-12-31 07:05:00,"719 Lake St, Dallas, TX 75001",11.99
iPhone,1,700.0,2019-12-07 22:01:00,"212 Forest St, Los Angeles, CA 90001",700.0
Lightning Charging Cable,1,14.95,2019-12-30 13:06:00,"335 South St, Los Angeles, CA 90001",14.95
iPhone,1,700.0,2019-12-18 11:40:00,"287 9th St, Dallas, TX 75001",700.0
Lightning Charging Cable,1,14.95,2019-12-24 12:45:00,"155 Spruce St, New York City, NY 10001",14.95
20in Monitor,1,109.99,2019-12-11 00:06:00,"755 9th St, Boston, MA 02215",109.99
Wired Headphones,1,11.99,2019-12-03 18:50:00,"763 Hill St, Boston, MA 02215",11.99
27in FHD Monitor,1,149.99,2019-12-01 21:04:00,"764 9th St, New York City, NY 10001",149.99
34in Ultrawide Monitor,1,379.99,2019-12-14 14:43:00,"872 12th St, New York City, NY 10001",379.99
AA Batteries (4-pack),2,3.84,2019-12-09 12:33:00,"452 4th St, Los Angeles, CA 90001",7.68
Lightning Charging Cable,1,14.95,2019-12-15 06:43:00,"978 Church St, San Francisco, CA 94016",14.95
Wired Headphones,1,11.99,2019-12-27 19:42:00,"659 South St, New York City, NY 10001",11.99
USB-C Charging Cable,1,11.95,2019-12-11 14:54:00,"999 Dogwood St, San Francisco, CA 94016",11.95
Wired Headphones,1,11.99,2019-12-27 00:27:00,"912 Park St, San Francisco, CA 94016",11.99
27in 4K Gaming Monitor,1,389.99,2019-12-05 13:05:00,"59 Jackson St, New York City, NY 10001",389.99
Macbook Pro Laptop,1,1700.0,2019-12-27 12:40:00,"992 Wilson St, San Francisco, CA 94016",1700.0
iPhone,1,700.0,2019-12-29 16:25:00,"221 7th St, San Francisco, CA 94016",700.0
34in Ultrawide Monitor,1,379.99,2019-12-05 11:53:00,"687 Jefferson St, Atlanta, GA 30301",379.99
Lightning Charging Cable,1,14.95,2019-12-14 22:38:00,"365 Chestnut St, Seattle, WA 98101",14.95
Macbook Pro Laptop,1,1700.0,2019-12-15 17:45:00,"792 Lakeview St, New York City, NY 10001",1700.0
USB-C Charging Cable,1,11.95,2019-12-29 17:48:00,"704 Lincoln St, Atlanta, GA 30301",11.95
USB-C Charging Cable,1,11.95,2019-12-21 22:56:00,"209 River St, Boston, MA 02215",11.95
Macbook Pro Laptop,1,1700.0,2019-12-09 23:34:00,"900 14th St, Seattle, WA 98101",1700.0
iPhone,1,700.0,2019-12-09 20:30:00,"573 Chestnut St, New York City, NY 10001",700.0
iPhone,1,700.0,2019-12-01 13:11:00,"843 Walnut St, Los Angeles, CA 90001",700.0
Lightning Charging Cable,1,14.95,2019-12-19 11:47:00,"623 7th St, Los Angeles, CA 90001",14.95
27in FHD Monitor,1,149.99,2019-12-06 23:16:00,"560 Ridge St, New York City, NY 10001",149.99
Lightning Charging Cable,1,14.95,2019-12-23 18:30:00,"295 Center St, Atlanta, GA 30301",14.95
USB-C Charging Cable,1,11.95,2019-12-23 18:30:00,"295 Center St, Atlanta, GA 30301",11.95
Macbook Pro Laptop,1,1700.0,2019-12-22 15:32:00,"474 Main St, Los Angeles, CA 90001",1700.0
Bose SoundSport Headphones,1,99.99,2019-12-12 19:31:00,"848 Maple St, Boston, MA 02215",99.99
Apple Airpods Headphones,1,150.0,2019-12-17 14:34:00,"332 Lakeview St, Portland, OR 97035",150.0
27in 4K Gaming Monitor,1,389.99,2019-12-24 12:22:00,"666 Lake St, San Francisco, CA 94016",389.99
AA Batteries (4-pack),1,3.84,2019-12-28 11:24:00,"941 Park St, New York City, NY 10001",3.84
Wired Headphones,2,11.99,2019-12-31 20:37:00,"686 Meadow St, San Francisco, CA 94016",23.98
27in FHD Monitor,1,149.99,2019-12-01 17:07:00,"777 14th St, Atlanta, GA 30301",149.99
Apple Airpods Headphones,1,150.0,2019-12-09 12:17:00,"525 Cherry St, New York City, NY 10001",150.0
USB-C Charging Cable,1,11.95,2019-12-19 09:04:00,"83 Lake St, Atlanta, GA 30301",11.95
Wired Headphones,1,11.99,2019-12-20 22:10:00,"305 Lincoln St, San Francisco, CA 94016",11.99
34in Ultrawide Monitor,1,379.99,2019-12-01 18:03:00,"650 2nd St, Los Angeles, CA 90001",379.99
Bose SoundSport Headphones,1,99.99,2019-12-17 21:50:00,"217 West St, Boston, MA 02215",99.99
USB-C Charging Cable,1,11.95,2019-12-25 14:31:00,"302 Pine St, Boston, MA 02215",11.95
Bose SoundSport Headphones,1,99.99,2019-12-21 01:16:00,"922 9th St, Los Angeles, CA 90001",99.99
USB-C Charging Cable,1,11.95,2019-12-06 16:42:00,"215 Wilson St, New York City, NY 10001",11.95
USB-C Charging Cable,1,11.95,2019-12-16 16:22:00,"216 Willow St, Seattle, WA 98101",11.95
Lightning Charging Cable,1,14.95,2019-12-06 22:26:00,"548 11th St, San Francisco, CA 94016",14.95
AA Batteries (4-pack),1,3.84,2019-12-11 17:20:00,"605 Center St, Boston, MA 02215",3.84
Lightning Charging Cable,2,14.95,2019-12-05 16:16:00,"650 Dogwood St, Dallas, TX 75001",29.9
USB-C Charging Cable,1,11.95,2019-12-05 16:16:00,"650 Dogwood St, Dallas, TX 75001",11.95
20in Monitor,1,109.99,2019-12-21 14:30:00,"425 Lakeview St, Boston, MA 02215",109.99
Wired Headphones,1,11.99,2019-12-26 18:12:00,"864 Sunset St, San Francisco, CA 94016",11.99
AAA Batteries (4-pack),2,2.99,2019-12-24 17:58:00,"22 River St, Boston, MA 02215",5.98
34in Ultrawide Monitor,1,379.99,2019-12-07 18:47:00,"953 Sunset St, San Francisco, CA 94016",379.99
20in Monitor,1,109.99,2019-12-23 17:15:00,"897 Pine St, New York City, NY 10001",109.99
AA Batteries (4-pack),5,3.84,2019-12-25 11:34:00,"154 Forest St, Los Angeles, CA 90001",19.2
Wired Headphones,1,11.99,2019-12-01 19:04:00,"160 Walnut St, Dallas, TX 75001",11.99
Wired Headphones,1,11.99,2019-12-09 13:48:00,"562 Pine St, Austin, TX 73301",11.99
Apple Airpods Headphones,1,150.0,2019-12-10 20:33:00,"760 Madison St, Atlanta, GA 30301",150.0
Bose SoundSport Headphones,1,99.99,2019-12-09 20:21:00,"487 South St, Los Angeles, CA 90001",99.99
20in Monitor,1,109.99,2019-12-17 10:28:00,"103 Sunset St, Dallas, TX 75001",109.99
ThinkPad Laptop,1,999.99,2019-12-21 15:21:00,"561 South St, Austin, TX 73301",999.99
iPhone,1,700.0,2019-12-27 20:01:00,"13 Madison St, San Francisco, CA 94016",700.0
Lightning Charging Cable,1,14.95,2019-12-10 12:56:00,"278 Meadow St, Austin, TX 73301",14.95
USB-C Charging Cable,1,11.95,2019-12-11 11:16:00,"36 Pine St, San Francisco, CA 94016",11.95
AA Batteries (4-pack),1,3.84,2019-12-08 18:59:00,"171 Wilson St, Austin, TX 73301",3.84
Bose SoundSport Headphones,1,99.99,2019-12-08 18:59:00,"171 Wilson St, Austin, TX 73301",99.99
27in FHD Monitor,1,149.99,2019-12-13 18:39:00,"405 Church St, Seattle, WA 98101",149.99
USB-C Charging Cable,1,11.95,2019-12-13 22:45:00,"972 Lake St, Los Angeles, CA 90001",11.95
AA Batteries (4-pack),1,3.84,2019-12-16 14:58:00,"669 North St, Los Angeles, CA 90001",3.84
AA Batteries (4-pack),2,3.84,2019-12-21 13:44:00,"696 Spruce St, San Francisco, CA 94016",7.68
20in Monitor,1,109.99,2019-12-23 18:07:00,"921 Jefferson St, Atlanta, GA 30301",109.99
Lightning Charging Cable,1,14.95,2019-12-18 01:05:00,"917 South St, San Francisco, CA 94016",14.95
USB-C Charging Cable,1,11.95,2019-12-21 19:07:00,"853 6th St, San Francisco, CA 94016",11.95
Vareebadd Phone,1,400.0,2019-12-21 20:30:00,"465 Highland St, Boston, MA 02215",400.0
Bose SoundSport Headphones,1,99.99,2019-12-23 18:31:00,"924 Meadow St, New York City, NY 10001",99.99
Apple Airpods Headphones,1,150.0,2019-12-13 17:35:00,"502 Maple St, Los Angeles, CA 90001",150.0
Lightning Charging Cable,1,14.95,2019-12-08 22:27:00,"557 Walnut St, Seattle, WA 98101",14.95
iPhone,1,700.0,2019-12-17 20:16:00,"222 4th St, Dallas, TX 75001",700.0
Bose SoundSport Headphones,1,99.99,2019-12-20 09:50:00,"583 6th St, San Francisco, CA 94016",99.99
Bose SoundSport Headphones,1,99.99,2019-12-17 15:33:00,"137 12th St, Los Angeles, CA 90001",99.99
AAA Batteries (4-pack),1,2.99,2019-12-22 13:17:00,"292 10th St, Los Angeles, CA 90001",2.99
Apple Airpods Headphones,1,150.0,2019-12-10 22:24:00,"574 2nd St, San Francisco, CA 94016",150.0
27in FHD Monitor,1,149.99,2019-12-04 01:06:00,"676 Jackson St, Austin, TX 73301",149.99
Apple Airpods Headphones,1,150.0,2019-12-03 09:49:00,"474 Highland St, Los Angeles, CA 90001",150.0
AA Batteries (4-pack),1,3.84,2019-12-29 01:23:00,"453 Johnson St, San Francisco, CA 94016",3.84
AAA Batteries (4-pack),2,2.99,2019-12-17 12:43:00,"239 Sunset St, Portland, OR 97035",5.98
iPhone,1,700.0,2019-12-23 21:33:00,"830 2nd St, Los Angeles, CA 90001",700.0
Apple Airpods Headphones,1,150.0,2019-12-30 21:38:00,"252 Cedar St, Seattle, WA 98101",150.0
Apple Airpods Headphones,2,150.0,2019-12-12 18:18:00,"623 North St, New York City, NY 10001",300.0
AAA Batteries (4-pack),2,2.99,2019-12-12 14:01:00,"539 4th St, Portland, OR 97035",5.98
Bose SoundSport Headphones,1,99.99,2019-12-11 23:10:00,"829 1st St, Dallas, TX 75001",99.99
Macbook Pro Laptop,1,1700.0,2019-12-15 18:12:00,"756 Highland St, Seattle, WA 98101",1700.0
Bose SoundSport Headphones,1,99.99,2019-12-27 16:20:00,"487 Spruce St, Austin, TX 73301",99.99
AAA Batteries (4-pack),1,2.99,2019-12-27 16:20:00,"487 Spruce St, Austin, TX 73301",2.99
AA Batteries (4-pack),1,3.84,2019-12-02 02:57:00,"370 Walnut St, Dallas, TX 75001",3.84
USB-C Charging Cable,1,11.95,2019-12-30 21:13:00,"863 Center St, Austin, TX 73301",11.95
27in FHD Monitor,1,149.99,2019-12-15 16:57:00,"435 6th St, Dallas, TX 75001",149.99
AA Batteries (4-pack),2,3.84,2019-12-02 16:35:00,"556 6th St, New York City, NY 10001",7.68
27in FHD Monitor,1,149.99,2019-12-24 11:15:00,"709 South St, Seattle, WA 98101",149.99
AAA Batteries (4-pack),1,2.99,2019-12-06 23:52:00,"733 Park St, Atlanta, GA 30301",2.99
Flatscreen TV,2,300.0,2019-12-23 16:31:00,"47 1st St, Los Angeles, CA 90001",600.0
AAA Batteries (4-pack),1,2.99,2019-12-08 14:46:00,"912 Chestnut St, Seattle, WA 98101",2.99
34in Ultrawide Monitor,1,379.99,2019-12-05 20:58:00,"314 11th St, Boston, MA 02215",379.99
iPhone,1,700.0,2019-12-28 10:04:00,"364 Elm St, Los Angeles, CA 90001",700.0
Lightning Charging Cable,1,14.95,2019-12-19 16:22:00,"186 Center St, Los Angeles, CA 90001",14.95
AA Batteries (4-pack),1,3.84,2019-12-09 15:52:00,"381 1st St, Boston, MA 02215",3.84
Lightning Charging Cable,1,14.95,2019-12-18 19:59:00,"956 Dogwood St, Dallas, TX 75001",14.95
AA Batteries (4-pack),2,3.84,2019-12-06 23:51:00,"948 Hickory St, San Francisco, CA 94016",7.68
Wired Headphones,1,11.99,2019-12-25 18:06:00,"131 Wilson St, Los Angeles, CA 90001",11.99
Apple Airpods Headphones,1,150.0,2019-12-12 15:54:00,"428 Main St, Los Angeles, CA 90001",150.0
Bose SoundSport Headphones,1,99.99,2019-12-25 16:27:00,"528 Johnson St, Boston, MA 02215",99.99
Lightning Charging Cable,1,14.95,2019-12-20 23:20:00,"900 Washington St, Boston, MA 02215",14.95
Apple Airpods Headphones,1,150.0,2019-12-10 18:18:00,"122 6th St, Boston, MA 02215",150.0
iPhone,1,700.0,2019-12-24 13:02:00,"542 Adams St, Atlanta, GA 30301",700.0
Wired Headphones,1,11.99,2019-12-24 13:02:00,"542 Adams St, Atlanta, GA 30301",11.99
AAA Batteries (4-pack),1,2.99,2019-12-20 11:52:00,"598 Wilson St, San Francisco, CA 94016",2.99
Vareebadd Phone,1,400.0,2019-12-12 05:30:00,"743 Maple St, Dallas, TX 75001",400.0
Apple Airpods Headphones,1,150.0,2019-12-25 11:54:00,"976 6th St, Los Angeles, CA 90001",150.0
ThinkPad Laptop,1,999.99,2019-12-19 18:04:00,"646 Walnut St, Boston, MA 02215",999.99
ThinkPad Laptop,1,999.99,2019-12-26 17:28:00,"588 Chestnut St, Seattle, WA 98101",999.99
ThinkPad Laptop,1,999.99,2019-12-26 17:28:00,"588 Chestnut St, Seattle, WA 98101",999.99
iPhone,1,700.0,2019-12-04 19:54:00,"799 Wilson St, Los Angeles, CA 90001",700.0
AA Batteries (4-pack),1,3.84,2019-12-06 20:20:00,"496 5th St, New York City, NY 10001",3.84
Bose SoundSport Headphones,1,99.99,2019-12-22 15:39:00,"428 Center St, San Francisco, CA 94016",99.99
34in Ultrawide Monitor,1,379.99,2019-12-28 10:24:00,"623 Dogwood St, New York City, NY 10001",379.99
Lightning Charging Cable,1,14.95,2019-12-18 15:07:00,"28 Forest St, San Francisco, CA 94016",14.95
27in FHD Monitor,1,149.99,2019-12-16 13:14:00,"512 Adams St, Los Angeles, CA 90001",149.99
Wired Headphones,1,11.99,2019-12-08 10:01:00,"293 Church St, Seattle, WA 98101",11.99
27in FHD Monitor,1,149.99,2019-12-08 10:01:00,"293 Church St, Seattle, WA 98101",149.99
Bose SoundSport Headphones,1,99.99,2019-12-03 08:22:00,"253 Church St, Seattle, WA 98101",99.99
Bose SoundSport Headphones,1,99.99,2019-12-11 12:32:00,"242 14th St, Los Angeles, CA 90001",99.99
AA Batteries (4-pack),1,3.84,2019-12-20 14:12:00,"578 13th St, San Francisco, CA 94016",3.84
Lightning Charging Cable,1,14.95,2019-12-21 12:05:00,"437 4th St, San Francisco, CA 94016",14.95
Vareebadd Phone,1,400.0,2019-12-15 18:07:00,"417 Maple St, Los Angeles, CA 90001",400.0
AA Batteries (4-pack),3,3.84,2019-12-31 11:46:00,"887 Dogwood St, San Francisco, CA 94016",11.52
AA Batteries (4-pack),2,3.84,2019-12-26 22:10:00,"879 Lakeview St, San Francisco, CA 94016",7.68
Lightning Charging Cable,1,14.95,2019-12-25 12:05:00,"549 Madison St, San Francisco, CA 94016",14.95
AAA Batteries (4-pack),2,2.99,2019-12-01 10:31:00,"387 2nd St, Los Angeles, CA 90001",5.98
Wired Headphones,1,11.99,2019-12-26 18:33:00,"561 Madison St, Dallas, TX 75001",11.99
AA Batteries (4-pack),2,3.84,2019-12-26 20:06:00,"175 Lake St, Boston, MA 02215",7.68
Flatscreen TV,1,300.0,2019-12-02 11:30:00,"459 Johnson St, San Francisco, CA 94016",300.0
Google Phone,1,600.0,2019-12-21 12:16:00,"371 Chestnut St, New York City, NY 10001",600.0
USB-C Charging Cable,1,11.95,2019-12-21 12:16:00,"371 Chestnut St, New York City, NY 10001",11.95
27in FHD Monitor,1,149.99,2019-12-06 16:37:00,"313 6th St, Los Angeles, CA 90001",149.99
27in FHD Monitor,1,149.99,2019-12-31 14:48:00,"291 12th St, Atlanta, GA 30301",149.99
20in Monitor,1,109.99,2019-12-10 17:41:00,"198 2nd St, Atlanta, GA 30301",109.99
34in Ultrawide Monitor,1,379.99,2019-12-21 14:17:00,"623 Ridge St, Boston, MA 02215",379.99
Lightning Charging Cable,1,14.95,2019-12-06 18:04:00,"294 5th St, Seattle, WA 98101",14.95
USB-C Charging Cable,1,11.95,2019-12-06 17:35:00,"591 Hickory St, Austin, TX 73301",11.95
Lightning Charging Cable,1,14.95,2019-12-07 12:05:00,"697 Johnson St, Boston, MA 02215",14.95
Wired Headphones,4,11.99,2019-12-12 12:59:00,"520 Wilson St, San Francisco, CA 94016",47.96
Wired Headphones,1,11.99,2019-12-18 15:09:00,"708 Sunset St, Los Angeles, CA 90001",11.99
20in Monitor,1,109.99,2019-12-06 10:08:00,"904 Pine St, Atlanta, GA 30301",109.99
20in Monitor,1,109.99,2019-12-22 15:44:00,"17 2nd St, Los Angeles, CA 90001",109.99
USB-C Charging Cable,1,11.95,2019-12-15 19:09:00,"668 Spruce St, New York City, NY 10001",11.95
27in 4K Gaming Monitor,1,389.99,2019-12-03 10:15:00,"52 Chestnut St, Atlanta, GA 30301",389.99
34in Ultrawide Monitor,1,379.99,2019-12-17 11:42:00,"818 South St, Atlanta, GA 30301",379.99
Apple Airpods Headphones,1,150.0,2019-12-14 16:18:00,"794 Jefferson St, Austin, TX 73301",150.0
USB-C Charging Cable,1,11.95,2019-12-24 14:37:00,"939 River St, Seattle, WA 98101",11.95
AA Batteries (4-pack),1,3.84,2019-12-11 14:14:00,"16 Madison St, Boston, MA 02215",3.84
Apple Airpods Headphones,1,150.0,2019-12-28 00:41:00,"684 Lake St, Boston, MA 02215",150.0
Apple Airpods Headphones,1,150.0,2019-12-28 18:49:00,"860 Cedar St, Seattle, WA 98101",150.0
AAA Batteries (4-pack),2,2.99,2019-12-31 20:05:00,"283 13th St, New York City, NY 10001",5.98
AAA Batteries (4-pack),1,2.99,2019-12-06 17:46:00,"785 Dogwood St, New York City, NY 10001",2.99
Flatscreen TV,1,300.0,2019-12-04 21:34:00,"981 1st St, Seattle, WA 98101",300.0
Wired Headphones,1,11.99,2019-12-15 22:31:00,"885 Elm St, New York City, NY 10001",11.99
USB-C Charging Cable,1,11.95,2019-12-05 10:09:00,"593 Walnut St, San Francisco, CA 94016",11.95
Flatscreen TV,1,300.0,2019-12-05 14:12:00,"323 8th St, New York City, NY 10001",300.0
Bose SoundSport Headphones,1,99.99,2019-12-16 23:04:00,"838 Park St, Seattle, WA 98101",99.99
Apple Airpods Headphones,1,150.0,2019-12-18 19:50:00,"617 Cedar St, Boston, MA 02215",150.0
AAA Batteries (4-pack),1,2.99,2019-12-06 12:22:00,"731 9th St, Los Angeles, CA 90001",2.99
Macbook Pro Laptop,1,1700.0,2019-12-15 15:39:00,"269 13th St, San Francisco, CA 94016",1700.0
AAA Batteries (4-pack),1,2.99,2019-12-23 10:12:00,"948 Highland St, Los Angeles, CA 90001",2.99
AA Batteries (4-pack),1,3.84,2019-12-29 19:43:00,"680 Forest St, Boston, MA 02215",3.84
AA Batteries (4-pack),1,3.84,2019-12-15 18:49:00,"304 Johnson St, Los Angeles, CA 90001",3.84
Lightning Charging Cable,1,14.95,2019-12-06 00:39:00,"865 11th St, Boston, MA 02215",14.95
AA Batteries (4-pack),1,3.84,2019-12-04 21:27:00,"916 Hill St, San Francisco, CA 94016",3.84
Wired Headphones,1,11.99,2019-12-31 12:33:00,"102 Walnut St, San Francisco, CA 94016",11.99
Apple Airpods Headphones,1,150.0,2019-12-14 10:27:00,"199 Church St, San Francisco, CA 94016",150.0
Wired Headphones,1,11.99,2019-12-16 00:13:00,"471 Dogwood St, Boston, MA 02215",11.99
34in Ultrawide Monitor,1,379.99,2019-12-16 00:13:00,"471 Dogwood St, Boston, MA 02215",379.99
27in FHD Monitor,1,149.99,2019-12-16 21:36:00,"332 Washington St, Boston, MA 02215",149.99
Lightning Charging Cable,1,14.95,2019-12-25 07:34:00,"391 Dogwood St, Boston, MA 02215",14.95
34in Ultrawide Monitor,1,379.99,2019-12-15 21:23:00,"945 Center St, Dallas, TX 75001",379.99
